Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Tasa_aprobacion_1sem,Target_encoded,Application order_outlier,Age at enrollment_outlier,Curricular units 1st sem (credited)_outlier,Curricular units 1st sem (enrolled)_outlier,Curricular units 1st sem (evaluations)_outlier,Curricular units 1st sem (approved)_outlier,Curricular units 1st sem (grade)_outlier,Curricular units 1st sem (without evaluations)_outlier,Curricular units 2nd sem (credited)_outlier,Curricular units 2nd sem (enrolled)_outlier,Curricular units 2nd sem (evaluations)_outlier,Curricular units 2nd sem (approved)_outlier,Curricular units 2nd sem (grade)_outlier,Curricular units 2nd sem (without evaluations)_outlier,Application order_zscore,Age at enrollment_zscore,Curricular units 1st sem (credited)_zscore,Curricular units 1st sem (enrolled)_zscore,Curricular units 1st sem (evaluations)_zscore,Curricular units 1st sem (approved)_zscore,Curricular units 1st sem (grade)_zscore,Curricular units 1st sem (without evaluations)_zscore,Curricular units 2nd sem (credited)_zscore,Curricular units 2nd sem (enrolled)_zscore,Curricular units 2nd sem (evaluations)_zscore,Curricular units 2nd sem (approved)_zscore,Curricular units 2nd sem (grade)_zscore,Curricular units 2nd sem (without evaluations)_zscore,Unemployment rate_zscore,Inflation rate_zscore,GDP_zscore,Tasa_aprobacion_1sem_zscore
1,1,1,2,1,1,1,23,14,10,3,1,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate,0.0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-0.5540051270274544,-0.6938946506596722,-0.3007790584692037,-2.528273848501518,-1.9858437399109086,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-2.83801576742559,-2.042399021378109,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,0.42564729746478275,1.787771716840072,-0.7497873179908104,-1.9107216702031449
2,12,1,5,1,9,1,22,28,6,11,0,0,1,0,1,1,46,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5540051270274544,2.9962319181169947,-0.3007790584692037,-0.10909281556743866,-0.5501298291879028,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-0.5226232974641002,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,1.476757341553089,1.1368763375633317,-1.7894644634767152,-1.9107216702031449
1,14,5,3,0,1,1,19,24,1,1,0,0,0,1,1,0,37,0,0,6,12,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.4906143536799465,1.8101198067244946,-0.3007790584692037,-0.10909281556743866,0.8855840815351032,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-0.5610976732159475,0.49056051847857246,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,-1.4888745685532032,0.9922329199462785,0.14010583195898943,-1.9107216702031449
1,12,1,4,1,1,1,13,27,10,8,1,0,0,1,1,0,31,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5540051270274544,1.0193783991294945,-0.3007790584692037,-0.10909281556743866,-0.07155852561356744,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,0.49056051847857246,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,1.7395348525751653,-0.6711663826498351,-0.40616521058445215,-1.9107216702031449
1,12,1,4,1,1,1,1,14,5,11,0,0,0,1,1,0,34,0,0,6,15,5,13.333333333333334,0,0,6,15,5,12.4,0,12.4,0.5,1.79,Graduate,0.8333333333333334,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,1.4147491029269945,-0.3007790584692037,-0.10909281556743866,1.603441036896606,0.09482129049600846,0.555883335932847,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,1.7570402884069134,0.18714410701483747,0.41640265697167766,-0.19941844907550824,0.3130283641696075,-0.5265229650327818,0.7877013420709726,0.3708406894021643
1,1,6,2,1,1,1,8,8,5,5,1,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3.2517692238567966,-0.6938946506596722,-0.3007790584692037,-2.528273848501518,-1.9858437399109086,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-2.83801576742559,-2.042399021378109,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,-0.813160968782149,-1.4667051795436286,-1.3753557699357195,-1.9107216702031449
1,1,1,14,1,1,1,23,27,10,10,0,0,0,1,1,1,18,0,0,6,7,6,13.571428571428571,0,0,6,6,6,14.333333333333334,0,12.4,0.5,1.79,Graduate,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.6938946506596722,-0.3007790584692037,-0.10909281556743866,-0.31084417740073506,0.41800263807254256,0.6050393609047163,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-0.5226232974641002,0.5188450402815208,0.7874263734780996,-0.19941844907550824,0.3130283641696075,-0.5265229650327818,0.7877013420709726,0.827153161323226
1,8,4,5,1,1,1,1,1,4,4,1,0,0,1,1,1,19,0,0,6,6,6,12.833333333333334,0,0,6,7,6,11.166666666666666,0,11.1,0.6,2.02,Graduate,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7294594835030963,-0.5621044160605055,-0.3007790584692037,-0.10909281556743866,-0.5501298291879028,0.41800263807254256,0.4526556834919211,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-0.26932734347843207,0.5188450402815208,0.179715113683098,-0.19941844907550824,-0.17498701344282058,-0.45420125622425517,0.8890258096395143,0.827153161323226
1,14,1,17,0,1,1,22,14,10,5,0,0,0,1,1,0,40,0,1,5,6,4,10.25,0,3,8,18,5,11.2,5,15.5,2.8,-4.06,Dropout,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,2.2054905105219946,0.12285881312193202,-0.5122896543897852,-0.5501298291879028,-0.22836005708052565,-0.08068718745286271,-0.19925050839486966,1.281273660372238,0.8050531833098381,2.516928150363918,0.18714410701483747,0.18611207431251905,6.433868909646661,1.476757341553089,1.1368763375633317,-1.7894644634767152,0.27957819501795195
1,12,1,8,1,1,1,1,28,10,10,0,0,0,1,1,0,25,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5540051270274544,0.22863699153449452,-0.3007790584692037,-0.10909281556743866,-0.5501298291879028,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-0.5226232974641002,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,0.3130283641696075,-0.5265229650327818,0.7877013420709726,-1.9107216702031449
1,8,5,7,1,1,1,23,28,6,10,1,0,1,1,1,0,20,0,0,5,5,4,14.5,0,0,6,8,3,13.333333333333334,0,11.1,0.6,2.02,Dropout,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4906143536799465,-0.4303141814613389,-0.3007790584692037,-0.5122896543897852,-0.7894154809750703,-0.22836005708052565,0.7967478582950073,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-0.016031389492763892,-0.47625775951852917,0.5955175545954676,-0.19941844907550824,-0.17498701344282058,-0.45420125622425517,0.8890258096395143,0.27957819501795195
1,8,1,7,1,1,1,13,14,10,10,0,0,0,1,1,0,20,0,0,5,6,5,15.8,0,0,5,8,5,13.714285714285714,0,11.1,0.6,2.02,Enrolled,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.4303141814613389,-0.3007790584692037,-0.5122896543897852,-0.5501298291879028,0.09482129049600846,1.0651397546414147,-0.19925050839486966,-0.28241038748618436,-0.5610976732159475,-0.016031389492763892,0.18714410701483747,0.6686256760745652,-0.19941844907550824,-0.17498701344282058,-0.45420125622425517,0.8890258096395143,0.827153161323226
1,12,1,4,1,1,1,22,27,10,11,1,0,0,0,1,0,43,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5540051270274544,2.6008612143194947,-0.3007790584692037,-0.10909281556743866,-1.9858437399109086,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-2.042399021378109,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,1.476757341553089,1.1368763375633317,-1.7894644634767152,-1.9107216702031449
1,8,4,7,1,1,1,22,14,10,5,1,0,0,1,1,0,18,0,0,5,8,4,12.5,0,0,5,7,3,14.666666666666666,1,7.6,2.6,0.32,Enrolled,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7294594835030963,-0.6938946506596722,-0.3007790584692037,-0.5122896543897852,-0.07155852561356744,-0.22836005708052565,0.38383724853130374,-0.19925050839486966,-0.28241038748618436,-0.5610976732159475,-0.26932734347843207,-0.47625775951852917,0.8513959797723101,1.1272390226689255,-1.4888745685532032,0.9922329199462785,0.14010583195898943,0.27957819501795195
1,14,1,4,1,1,1,2,4,5,2,0,0,0,1,1,0,35,0,16,18,22,18,11.666666666666666,0,12,13,13,12,11.5,1,15.5,2.8,-4.06,Graduate,1.0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.5540051270274544,1.5465393375261611,6.477426886988968,4.72926925030072,3.2784405994067796,4.296178808990952,0.21179116112976049,-0.19925050839486966,5.972325803947506,3.081971277519481,1.250448380435577,2.509050639881621,0.2436847199773088,1.1272390226689255,1.476757341553089,1.1368763375633317,-1.7894644634767152,0.827153161323226
1,8,2,17,0,1,1,22,14,10,5,0,0,0,1,1,0,23,0,0,5,6,4,13.0,0,0,5,5,5,13.0,0,7.6,2.6,0.32,Graduate,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20714974314939588,-0.03494347766383884,-0.3007790584692037,-0.5122896543897852,-0.5501298291879028,-0.22836005708052565,0.4870649009722296,-0.19925050839486966,-0.28241038748618436,-0.5610976732159475,-0.7759192514497684,0.18714410701483747,0.5315479483012568,-0.19941844907550824,-1.4888745685532032,0.9922329199462785,0.14010583195898943,0.27957819501795195
1,8,1,12,1,1,1,3,3,3,3,0,0,0,1,1,0,19,0,0,7,8,7,12.12142857142857,0,0,9,12,8,11.50625,0,12.4,0.5,1.79,Graduate,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.5621044160605055,-0.3007790584692037,0.2941040232549079,-0.07155852561356744,0.7411839856490767,0.305679168826031,-0.19925050839486966,-0.28241038748618436,1.2604368021517667,0.9971524264499088,1.1822469068148873,0.2448841500953252,-0.19941844907550824,0.3130283641696075,-0.5265229650327818,0.7877013420709726,0.827153161323226
1,17,1,6,1,16,1,1,14,4,9,1,0,0,1,1,1,21,0,7,11,15,9,14.22222222222222,0,4,9,15,7,13.75,0,8.9,1.4,3.51,Graduate,0.8181818181818182,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.2985239468621722,2.6646860426687464,1.9068913785442942,1.603441036896606,1.387546680802145,0.7393991624944923,-0.19925050839486966,1.8025016763250457,1.2604368021517667,1.7570402884069134,0.850545973548204,0.6754795624632308,-0.19941844907550824,-1.0008591909407751,0.12437241424395824,1.5454321430183269,0.32935773740934055
1,14,1,14,1,1,1,3,14,5,9,0,0,0,1,1,0,19,0,0,6,17,4,12.5,0,0,6,8,4,13.25,0,13.9,-0.3,0.79,Enrolled,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.5621044160605055,-0.3007790584692037,-0.10909281556743866,2.0820123404709414,-0.22836005708052565,0.38383724853130374,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-0.016031389492763892,-0.14455682625184585,0.5795251530219149,-0.19941844907550824,0.8761230306454858,-1.1050966355009952,0.34716017872948746,-0.08547178251889774
1,9,1,7,1,1,1,1,1,5,4,1,0,0,1,1,0,20,0,0,5,7,5,12.166666666666666,0,0,5,7,5,15.285714285714286,0,12.4,0.5,1.79,Graduate,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.4303141814613389,-0.3007790584692037,-0.5122896543897852,-0.31084417740073506,0.09482129049600846,0.31501881357068634,-0.19925050839486966,-0.28241038748618436,-0.5610976732159475,-0.26932734347843207,0.18714410701483747,0.9701966771758445,-0.19941844907550824,0.3130283641696075,-0.5265229650327818,0.7877013420709726,0.827153161323226
1,12,1,14,1,1,1,13,14,4,4,0,1,0,1,1,1,30,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5540051270274544,0.8875881645303278,-0.3007790584692037,-0.10909281556743866,-1.9858437399109086,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-2.042399021378109,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,0.3130283641696075,-0.5265229650327818,0.7877013420709726,-1.9107216702031449
4,12,1,11,1,1,1,22,14,10,10,1,0,0,1,1,0,44,0,0,6,6,6,12.666666666666666,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,2.732651448918661,-0.3007790584692037,-0.10909281556743866,-0.5501298291879028,0.41800263807254256,0.41824646601161225,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-0.5226232974641002,0.5188450402815208,0.2436847199773088,-0.19941844907550824,0.3130283641696075,-0.5265229650327818,0.7877013420709726,0.827153161323226
1,9,1,12,1,1,1,13,3,5,10,0,0,0,1,1,0,19,0,0,8,8,7,13.614285714285714,0,0,8,8,7,13.614285714285714,0,12.7,3.7,-1.7,Graduate,0.875,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.5621044160605055,-0.3007790584692037,0.6973008620772545,-0.07155852561356744,0.7411839856490767,0.6138874453996528,-0.19925050839486966,-0.28241038748618436,0.8050531833098381,-0.016031389492763892,0.850545973548204,0.6494347941863021,-0.19941844907550824,0.42564729746478275,1.787771716840072,-0.7497873179908104,0.48491880738242965
1,15,1,8,1,14,1,2,1,4,7,1,0,0,1,1,0,22,0,11,18,32,12,12.857142857142858,1,8,12,15,10,14.3,0,16.2,0.3,-0.92,Graduate,0.6666666666666666,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.1667337122630055,4.359237529033289,4.72926925030072,5.671297117278455,2.3570907235317473,0.45757128598910807,1.248178472128781,3.8874137401362754,2.6265876586775523,1.7570402884069134,1.845648773348254,0.7810294128486786,-0.19941844907550824,1.7395348525751653,-0.6711663826498351,-0.40616521058445215,-0.08547178251889774
1,1,1,8,1,1,1,3,3,2,3,0,0,0,1,1,0,18,0,0,5,7,4,14.0,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.6938946506596722,-0.3007790584692037,-0.5122896543897852,-0.31084417740073506,-0.22836005708052565,0.6935202058540814,-0.19925050839486966,-0.28241038748618436,-0.5610976732159475,-0.7759192514497684,0.18714410701483747,0.7618385309604151,-0.19941844907550824,-1.4888745685532032,0.9922329199462785,0.14010583195898943,0.27957819501795195
1,8,1,14,1,1,1,22,27,10,10,1,0,0,1,1,1,21,0,0,6,8,4,14.75,0,0,6,6,5,11.8,0,12.7,3.7,-1.7,Graduate,0.6666666666666666,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.2985239468621722,-0.3007790584692037,-0.10909281556743866,-0.07155852561356744,-0.22836005708052565,0.8483616845154702,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-0.5226232974641002,0.18714410701483747,0.30125736564209854,-0.19941844907550824,0.42564729746478275,1.787771716840072,-0.7497873179908104,-0.08547178251889774
1,1,2,6,1,1,1,22,14,12,12,0,0,0,1,1,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.20714974314939588,-0.6938946506596722,-0.3007790584692037,-0.10909281556743866,-1.9858437399109086,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-2.042399021378109,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,-1.4888745685532032,0.9922329199462785,0.14010583195898943,-1.9107216702031449
1,8,4,14,1,1,1,3,1,3,4,1,0,0,1,1,0,18,0,0,6,8,6,13.625,0,0,6,7,6,14.285714285714286,0,11.1,0.6,2.02,Graduate,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7294594835030963,-0.6938946506596722,-0.3007790584692037,-0.10909281556743866,-0.07155852561356744,0.41800263807254256,0.616099466523387,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-0.26932734347843207,0.5188450402815208,0.7782878582932125,-0.19941844907550824,-0.17498701344282058,-0.45420125622425517,0.8890258096395143,0.827153161323226
1,1,1,2,1,1,1,1,1,5,4,0,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate,0.0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-0.5540051270274544,-0.5621044160605055,-0.3007790584692037,-2.528273848501518,-1.9858437399109086,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-2.83801576742559,-2.042399021378109,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,-1.4888745685532032,0.9922329199462785,0.14010583195898943,-1.9107216702031449
1,15,1,4,1,14,1,1,28,7,7,1,0,0,1,1,0,21,0,0,6,12,4,11.8,0,0,6,11,4,11.875,0,16.2,0.3,-0.92,Dropout,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.2985239468621722,-0.3007790584692037,-0.10909281556743866,0.8855840815351032,-0.22836005708052565,0.23931853511400766,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,0.7438564724642406,-0.14455682625184585,0.3156505270582958,-0.19941844907550824,1.7395348525751653,-0.6711663826498351,-0.40616521058445215,-0.08547178251889774
1,12,1,4,1,1,1,3,3,3,3,0,0,0,1,1,0,31,0,0,6,8,6,15.125,0,0,6,10,6,14.6,0,16.2,0.3,-0.92,Graduate,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,1.0193783991294945,-0.3007790584692037,-0.10909281556743866,-0.07155852561356744,0.41800263807254256,0.9257824238461646,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,0.49056051847857246,0.5188450402815208,0.838602058513468,-0.19941844907550824,1.7395348525751653,-0.6711663826498351,-0.40616521058445215,0.827153161323226
1,8,5,11,1,1,1,1,1,3,4,1,0,0,1,1,0,21,0,0,6,10,4,11.5,0,0,6,10,2,10.5,0,9.4,-0.8,-3.12,Dropout,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4906143536799465,-0.2985239468621722,-0.3007790584692037,-0.10909281556743866,0.40701277796076785,-0.22836005708052565,0.17738194364945198,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,0.49056051847857246,-0.8079586927852125,0.051775901094676786,-0.19941844907550824,-0.813160968782149,-1.4667051795436286,-1.3753557699357195,-0.08547178251889774
1,12,1,7,1,1,1,13,14,10,8,0,0,1,1,1,0,24,0,0,5,12,1,10.0,0,0,5,11,1,11.0,0,8.9,1.4,3.51,Enrolled,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,0.09684675693532784,-0.3007790584692037,-0.5122896543897852,0.8855840815351032,-1.197904099810128,-0.13230101367332567,-0.19925050839486966,-0.28241038748618436,-0.5610976732159475,0.7438564724642406,-1.1396596260518959,0.14773031053599278,-0.19941844907550824,-1.0008591909407751,0.12437241424395824,1.5454321430183269,-1.3631467038978706
1,13,1,15,1,1,1,13,6,5,4,0,0,0,1,1,0,27,0,0,4,8,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5540051270274544,0.49221746073282785,-0.3007790584692037,-0.9154864932121318,-0.07155852561356744,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-0.5610976732159475,0.49056051847857246,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,-0.813160968782149,-1.4667051795436286,-1.3753557699357195,-1.9107216702031449
1,1,5,9,1,1,1,13,14,10,10,1,0,0,1,1,0,20,0,0,5,9,3,10.333333333333334,0,0,5,6,5,12.8,0,12.4,0.5,1.79,Graduate,0.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4906143536799465,-0.4303141814613389,-0.3007790584692037,-0.5122896543897852,0.1677271261736002,-0.5515414046570598,-0.06348257871270828,-0.19925050839486966,-0.28241038748618436,-0.5610976732159475,-0.5226232974641002,0.18714410701483747,0.49316618452473054,-0.19941844907550824,0.3130283641696075,-0.5265229650327818,0.7877013420709726,-0.2679967712873224
1,15,1,7,1,14,1,1,14,5,6,1,0,0,1,1,0,22,0,0,5,9,0,0.0,0,0,5,6,2,11.666666666666666,0,10.8,1.4,1.74,Enrolled,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.1667337122630055,-0.3007790584692037,-0.5122896543897852,0.1677271261736002,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-0.5610976732159475,-0.5226232974641002,-0.8079586927852125,0.275669523124414,-0.19941844907550824,-0.28760594673799583,0.12437241424395824,0.7656742839038984,-1.9107216702031449
1,1,1,4,1,1,1,13,14,10,10,0,0,0,1,1,1,19,0,0,6,9,4,12.0,2,0,6,10,4,12.5,0,15.5,2.8,-4.06,Enrolled,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.5621044160605055,-0.3007790584692037,-0.10909281556743866,0.1677271261736002,-0.22836005708052565,0.28060959609037783,2.695607452652432,-0.28241038748618436,-0.10571405437401896,0.49056051847857246,-0.14455682625184585,0.43559353885994084,-0.19941844907550824,1.476757341553089,1.1368763375633317,-1.7894644634767152,-0.08547178251889774
1,9,1,15,1,1,1,1,1,5,8,1,0,0,1,1,0,19,0,0,6,6,6,13.833333333333334,0,0,6,6,6,14.5,0,8.9,1.4,3.51,Graduate,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.5621044160605055,-0.3007790584692037,-0.10909281556743866,-0.5501298291879028,0.41800263807254256,0.6591109883737729,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-0.5226232974641002,0.5188450402815208,0.8194111766252049,-0.19941844907550824,-1.0008591909407751,0.12437241424395824,1.5454321430183269,0.827153161323226
1,1,1,2,1,1,1,1,1,8,5,1,0,1,1,1,0,23,0,13,17,19,13,12.153846153846152,0,10,17,28,11,11.909090909090908,1,11.1,0.6,2.02,Enrolled,0.7647058823529411,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-0.5540051270274544,-0.03494347766383884,5.2065132722155605,4.326072411478374,2.5605836440452765,2.680272071108281,0.31237195068758533,-0.19925050839486966,4.92986977204189,4.903505752887194,5.0498876902206,2.177349706614937,0.3221928731565672,1.1272390226689255,-0.17498701344282058,-0.45420125622425517,0.8890258096395143,0.18294731861113858
1,8,1,8,1,1,1,10,10,3,9,1,0,0,1,1,0,18,0,0,6,7,6,14.0,0,0,6,8,6,13.666666666666666,0,12.4,0.5,1.79,Graduate,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.6938946506596722,-0.3007790584692037,-0.10909281556743866,-0.31084417740073506,0.41800263807254256,0.6935202058540814,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-0.016031389492763892,0.5188450402815208,0.6594871608896781,-0.19941844907550824,0.3130283641696075,-0.5265229650327818,0.7877013420709726,0.827153161323226
1,1,1,15,1,1,1,3,2,5,7,1,0,0,0,1,0,29,0,0,6,8,6,16.5,0,0,6,6,5,13.8,0,11.1,0.6,2.02,Enrolled,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.5540051270274544,0.7557979299311612,-0.3007790584692037,-0.10909281556743866,-0.07155852561356744,0.41800263807254256,1.2096584680587108,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,-0.5226232974641002,0.18714410701483747,0.6850750034073626,-0.19941844907550824,-0.17498701344282058,-0.45420125622425517,0.8890258096395143,0.827153161323226
1,12,1,8,1,1,1,1,14,5,6,1,0,0,1,1,0,29,0,0,5,11,1,18.0,2,0,5,10,3,13.333333333333334,2,10.8,1.4,1.74,Dropout,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.5540051270274544,0.7557979299311612,-0.3007790584692037,-0.5122896543897852,0.6462984297479355,-1.197904099810128,1.5193414253814883,2.695607452652432,-0.28241038748618436,-0.5610976732159475,0.49056051847857246,-0.47625775951852917,0.5955175545954676,2.4538964944133594,-0.28760594673799583,0.12437241424395824,0.7656742839038984,-1.3631467038978706
1,15,1,4,1,1,1,1,1,5,6,0,0,0,1,1,0,20,0,0,6,11,6,11.285714285714286,0,0,6,12,5,11.77777777777778,0,16.2,0.3,-0.92,Enrolled,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5540051270274544,-0.4303141814613389,-0.3007790584692037,-0.10909281556743866,0.6462984297479355,0.41800263807254256,0.13314152117476963,-0.19925050839486966,-0.28241038748618436,-0.10571405437401896,0.9971524264499088,0.18714410701483747,0.2969927252224849,-0.19941844907550824,1.7395348525751653,-0.6711663826498351,-0.40616521058445215,0.827153161323226
1,1,5,2,1,1,1,13,3,10,3,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,0.0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2.4906143536799465,-0.5621044160605055,-0.3007790584692037,-2.528273848501518,-1.9858437399109086,-1.5210854473866622,-2.1968540624918433,-0.19925050839486966,-0.28241038748618436,-2.83801576742559,-2.042399021378109,-1.471360559318579,-1.9632666971729593,-0.19941844907550824,-0.813160968782149,-1.4667051795436286,-1.3753557699357195,-1.9107216702031449
